year,US1,US2,US3,US4,US5,US6,US7,US8,US9,US10,US11,US12,US13,US14,US15,US16,US17,US18,US19,US20,US21,US22,US23,US24,US25,US26,US27,US28,US29,US30,US31,US32,US33,US34,US35,US36,US37,US38,US39,US40,US41,US42,US43,US44,US45,US46,US47,US48,US49,US50,US51,US52,US53,US54,US55,US56,US57,US58,US59,US60,US61,US62,US63,US64,US65,US66,US67,US68,US69,US70,US71,US72,US73,US74,US75,US76,US77,US78,US79,US80,US81,US82,US83,US84,US85,US86,US87,US88,US89,US90,US91,US92,US93,US94,US95,US96,US97,US98,US99,US100,US101,US102,US103,US104,US105,US106,US107,US108,US109,US110,US111,US112,US113,US114,US115,US116,US117,US118,US119,US120,US121,US122,US123,US124,US125,US126,US127,US128,US129,US130,US131,US132,US133,US134,US135,US136,US137,US138,US139,US140,US141,US142,US143,US144,US145,US146,US147,US148,US149,US150,US151,US152,US153,US154,US155,US156,US157,US158,US159,US160,US161,US162,US163,US164,US165,US166,US167,US168,US169,US170,US171,US172,US173,US174,US175,US176,US177,US178,US179,US180,US181,US182,US183,US184,US185,US186,US187,US188,US189,US190,US191,US192,US193,US194,US195,US196,US197,US198,US199,US200,US201,US202,US203,US204,US205,US206,US207,US208,US209,US210,US211,US212,US213,US214,US215,US216,US217,US218,US219,US220,US221,US222,US223,US224,US225,US226,US227,US228,US229,US230,US231,US232,US233,US234,US235,US236,US237,US238,US239,US240,US241,US242,US243,US244,US245,US246,US247,US248,US249,US250,US251,US252,US253,US254,US255,US256,US257,US258,US259,US260,US261,US262,US263,US264,US265,US266,US267,US268,US269,US270,US271,US272,US273,US274,US275,US276,US277,US278,US279,US280,US281,US282,US283,US284,US285,US286,US287,US288,US289,US290,US291,US292,US293,US294,US295,US296,US297,US298,US299,US300,US301,US302,US303,US304,US305,US306,US307,US308,US309,US310,US311,US312,US313,US314,US315,US316,US317,US318,US319,US320,US321,US322,US323,US324,US325,US326,US327,US328,US329,US330,US331,US332,US333,US334,US335,US336,US337,US338,US339,US340,US341,US342,US343,US344,US345,US346,US347,US348,US349,US350,US351,US352,US353,US354,US355,US356,US357,US358,US359,US360,US361,US362,US363,US364,US365,US366,US367,US368,US369,US370,US371,US372,US373,US374,US375,US376,US377,US378,US379,US380,US381,US382,US383,US384,US385,US386,US387,US388,US389,US390,US391,US392,US393,US394,US395,US396,US397,US398,US399,US400,US401,US402,US403,US404,US405,US406,US407,US408,US409,US410,US411,US412,US413,US414,US415,US416,US417,US418,US419,US420,US421,US422,US423,US424,US425,US426,US427,US428,US429,US430,US431,US432,US433,US434,US435,US436,US437,US438,US439,US440,US441,US442,US443,US444,US445,US446,US447,US448,US449,US450,US451,US452,US453,US454,US455,US456,US457,US458,US459,US460,US461,US462,US463,US464,US465,US466,US467,US468,US469,US470,US471,US472,US473,US474,US475,US476,US477,US478,US479,US480,US481,US482,US483,US484,US485,US486,US487,US488,US489,US490,US491,US492,US493,US494,US495,US496,US497,US498,US499,US500,US501,US502,US503,US504,US505,US506,US507,US508,US509,US510,US511,US512,US513,US514,US515,US516,US517,US518,US519,US520,US521,US522,US523,US524,US525,US526,US527,US528,US529,US530,US531,US532,US533,US534,US535,US536,US537,US538,US539,US540,US541,US542,US543,US544,US545,US546,US547,US548,US549,US550,US551,US552,US553,US554,US555,US556,US557,US558,US559,US560,US561,US562,US563,US564,US565,US566,US567,US568,US569,US570,US571,US572,US573,US574,US575,US576,US577,US578,US579,US580,CE1,CE2,CE3,CE4,CE5,CE6,CE7,CE8,CE9,CE10,CE11,CE12,CE13,CE14,CE15,CE16,CE17,CE18,CE19,CE20,CE21,CE22,CE23,CE24,CE25,CE26,CE27,CE28,CE29,CE30,CE31,CE32,CE33,CE34,CE35,CE36,CE37,CE38,CE39,CE40,CE41,CE42,CE43,CE44,CE45,CE46,CE47,CE48,CE49,CE50,CE51,CE52,CE53,CE54,CE55,CE56,CE57,CE58,CE59,CE60,CE61,CE62,CE63,CE64,CE65,CE66,CE67,CE68,CE69,CE70,CE71,CE72,CE73,CE74,CE75,CE76,CE77,CE78,CE79,CE80,CE81,CE82,CE83,CE84,CE85,CE86,CE87,CE88,CE89,CE90,CE91,CE92,CE93,CE94,CE95,CE96,CE97,CE98,CE99,CE100,CE101,CE102,CE103,CE104,CE105,CE106,CE107,CE108,CE109,CE110,CE111,CE112,CE113,CE114,CE115,CE116,CE117,CE118,CE119,CE120,CE121,CE122,CE123,CE124,CE125,CE126,CE127,CE128,CE129,CE130,CE131,CE132,CE133,CE134,CE135,CE136,CE137,CE138,CE139,CE140,CE141,CE142,CE143,CE144,CE145,CE146,CE147,CE148,CE149,CE150,CE151,CE152,CE153,CE154,CE155,CE156,CE157,CE158,CE159,CE160,CE161,CE162,CE163,CE164,CE165,CE166,CE167,CE168,CE169,CE170,CE171,CE172,CE173,CE174,CE175,CE176,CE177,CE178,CE179,CE180,CE181,CE182,CE183,CE184,CE185,CE186,CE187,CE188,CE189,CE190,CE191,CE192,CE193,CE194,CE195,CE196,CE197,CE198,CE199,CE200,CE201,CE202,CE203,CE204,CE205,CE206,CE207,CE208,CE209,CE210,CE211,CE212,CE213,CE214,CE215,CE216,STDEVP,mean
1981,8.9549,7.3707,3.8754,2.6346,6.5733,8.7381,6.8299,6.5302,4.4917,4.7175,8.0425,4.0214,7.02,6.1705,6.2758,6.7898,4.4664,0,7.4347,6.6528,3.4311,3.8553,6.674,3.1802,3.8714,4.9785,5.3565,8.1004,2.9833,10.3294,0,8.7013,2.6923,7.2706,6.7487,4.0964,0,0,0,0,4.0767,0,0,2.2362,0,5.0511,4.5922,5.7053,2.6895,6.5291,7.3628,6.8956,6.7713,7.7262,6.5073,5.0152,9.711,2.5007,5.084,2.932,0,3.5233,7.7728,8.9413,4.9652,8.1816,8.1722,4.0313,3.9168,7.7861,5.7417,4.9433,4.127,4.477,7.0717,7.1444,7.5951,0,0,3.3392,4.134,2.2077,4.3018,3.799,3.2671,5.0666,9.3303,0,0,0,0,4.0073,4.2099,0,0,0,0,5.0825,5.1412,4.6978,5.353,5.456,5.341,0,4.843,9.3582,5.196,0,9.0338,3.7119,2.8849,4.4899,0,3.722,2.4771,5.278,3.4263,3.1369,0,0,3.4669,6.754,2.929,3.1099,3.334,2.6667,3.1085,8.0482,1.848,0,1.9736,2.5203,0,8.0595,1.7946,0,0,1.4304,4.9337,0,7.5907,0,0,0,1.7581,1.1578,6.0275,4.0036,0,4.4175,4.65,6.5551,5.2988,6.4875,6.205,1.3949,0,1.1776,7.3165,3.3021,3.899,4.5273,0,0,0,1.3772,1.2921,3.4832,5.221,5.0897,1.4821,4.923,1.77,6.233,9.4676,9.3574,4.2193,9.2573,3.1077,2.942,3.3878,3.2902,2.8178,0,0,2.1862,0,0,4.7422,7.294,3.3154,3.7027,0,0,0,0,0,0,0.9998,0,0,0,0,0,0,0,0,0,0,0,0,4.7586,0,4.6326,5.2529,5.3369,4.4539,5.1281,0,0,0,0,2.1725,2.6592,0.6015,0,0,0,4.0285,0,4.3857,4.749,4.5626,4.2932,4.7966,0,5.565,0,0,4.2417,9.5892,5.5669,7.2098,9.2197,8.4111,9.2183,5.6203,9.1482,7.8766,8.3024,6.9965,3.8869,8.4876,8.0903,12.069,12.39,7.0696,12.6157,0.7639,0,0,9.414,5.1833,9.3778,4.9547,5.2865,5.2448,9.479,14.7049,0,5.3084,16.4451,6.2077,6.0911,5.4043,3.9484,3.9666,4.6541,0,0,4.8458,4.0666,5.5827,4.6365,9.399,5.1509,4.3738,0,10.0799,5.2162,5.348,5.1288,4.7943,5.2264,5.0064,9.6265,5.3628,9.2506,6.8791,7.098,8.0431,5.1404,5.0646,2.7599,2.5915,2.4592,3.6741,3.835,7.7406,3.217,4.1901,4.9827,5.0228,4.662,7.7759,2.0904,4.2129,3.767,6.338,3.3113,15.4373,13.2212,15.4154,9.7852,3.8482,3.9847,8.9014,13.2735,2.8078,9.4557,14.3562,10.5761,4.0572,9.9772,10.3613,9.793,13.9986,12.6531,13.4385,3.5729,9.0252,6.5657,10.0294,10.6604,8.9068,1.4636,4.3335,3.2023,9.1807,8.5117,9.3113,22.2199,22.3592,24.2098,25.1536,17.074,11.5914,5.1731,11.1877,5.8833,10.7754,22.0879,9.8306,10.4727,3.3616,4.9494,5.3115,9.1353,0,5.092,11.8992,5.9512,10.5354,10.2182,5.9995,9.9702,13.7737,13.1426,12.9686,9.5296,11.3464,10.0822,8.0995,6.5793,1.0013,2.7641,4.5061,7.9758,7.3013,7.1815,2.7134,0.8213,7.4762,5.9767,11.0804,6.3119,6.0224,10.0035,9.9014,10.3539,10.1597,10.6597,8.7497,3.6487,7.2078,8.8427,9.812,10.0095,5.9635,8.4783,14.5542,17.1837,17.0534,11.8986,12.0206,6.6385,3.1574,9.4727,7.4004,6.186,3.6457,3.0054,3.9856,5.4803,7.0772,2.7157,6.2392,8.6351,6.4841,8.1782,8.4929,6.1549,7.5482,6.5992,8.6599,5.3075,4.4948,10.4611,14.2572,13.8111,13.2739,9.6306,9.5701,9.3998,9.1471,7.5336,7.6492,10.6001,7.2596,9.9012,5.4299,5.4459,10.3898,4.5632,0,0,0,0,0,0,0,0,0,6.1036,4.0542,4.0623,5.7019,7.163,11.4738,7.3783,7.2635,3.9186,3.4237,4.4524,2.6812,4.6815,0,2.8301,8.0533,4.9255,6.0883,0,6.8478,7.5441,8.4434,3.445,0,0,3.235,0,2.266,14.9143,0.8132,2.6683,1.1225,5.8733,5.5932,8.5739,2.5764,2.6215,2.5785,2.654,2.3417,1.4765,1.7217,4.3036,1.9676,7.6145,2.6611,3.0213,2.5148,1.8116,1.5143,0,3.6123,3.3147,4.8832,4.2171,6.8671,7.032,1.8138,1.9567,2.253,2.3353,2.4751,2.6229,3.2458,2.5642,2.756,2.9743,3.9222,3.0908,3.231,3.3119,11.166,7.9254,7.7378,8.2396,18.6811,3.4731,5.1432,2.5094,3.6963,6.415,5.9254,7.1419,3.3283,2.9424,4.7627,5.5671,0,5.212,5.1822,4.9762,7.2689,4.9568,9.9619,6.3007,5.7517,11.253,4.064,6.4611,1.6966,7.3539,6.1679,2.6418,2.5206,4.8826,0,3.1261,1.7514,7.0202,3.1383,2.7978,5.4007,1.7776,3.2841,6.4066,3.4719,1.2058,2.1567,1.298,1.4584,2.0756,2.7422,2.3843,1.8026,0,1.6423,3.2484,2.0025,1.645,1.7747,1.6811,1.3354,1.441,1.4151,1.7002,0.7615,0.8949,0,0,1.732,0,0,0,1.4199,1.3511,0.8218,1.347,1.0915,0,0,0,0,0,0,0,4.7417,3.4547,2.5535,2.9445,4.1385,0,0,0,0,0,0,1.8963,0,0,0,0,0,0,1.8407,0,0,0,3.9979,0,0,0,0,0,0,0,0,0,0,3.7092,3.3469,0,0,0,0,0,0,0,3.238,0,4.6995,0,0,0,3.2905,3.5828,0,0,2.8868,0,0,0,3.1519,0,0,0,0,3.978,2.7763,0,0,0,0,0,0,3.8786,0,0,0,0,0,0,0,0,0,0,0,1.6089,0,1.588,1.6347,1.9156,1.878,0,0,0,0,0,0,0,1.3193,3.0639,1.3723,1.5073,1.7867,2.4135,2.0293,1.8131,1.6207,1.8071,0,2.3925,0,0,0,0,2.8508,0,0,0,3.4247,3.4756,3.3894,3.5491,3.5214,3.4641,1.6234,2.3735,4.1141,8.5493,3.4002,4.4628,6.2605,3.6982,3.5117,7.368,7.6037,5.4203,3.7201,8.1568,3.5537,2.0575,3.2186,3.7164,3.5934,6.1045,3.4582,1.727,3.2021,7.0086,7.8613,4.6601,8.2359,2.8773,1.8915,1.9492,2.2374,2.4373,2.9186,2.7845,0,0,0,4.0007,3.7297,3.8896,2.9961,3.7374,2.6868,2.6425,4.9249,3.0221,3.6541,2.7711,3.7752,5.6987,3.5792,2.493,4.5022,3.7914,1.6413,1.2633,0,4.1977,3.939105085,4.258341332
1982,7.7519,4.9865,9.2735,4.5286,4.4124,10.0896,10.291,4.4123,4.4992,8.0402,6.4442,13.8456,10.558,6.6126,8.2516,12.4231,5.048,4.9431,4.8245,8.5076,8.8657,0,4.7675,6.979,5.1938,7.4909,7.274,5.0825,4.7801,7.9671,13.6312,15.2053,4.4073,8.1776,8.0519,9.7498,9.1556,9.7485,5.1694,6.1937,5.4788,9.8096,9.5153,7.9763,3.9447,10.6596,9.9332,7.5736,7.8955,8.6543,13.1232,9.1488,12.4521,12.3172,4.4829,7.0062,11.421,3.0832,6.207,10.4834,11.6048,12.6551,9.5214,6.2376,9.9738,9.4121,9.2538,10.3496,12.7593,13.1524,11.3165,11.447,4.8826,10.6252,9.6959,5.196,4.7163,9.8656,4.202,7.5806,4.7942,4.8215,9.6449,9.6574,8.9582,5.6577,10.603,13.7229,14.9917,16.1799,14.9602,12.6644,8.9459,11.2993,15.6931,16.8861,15.8549,11.3023,10.776,10.1131,11.8887,12.4286,11.1246,10.5758,5.8352,4.7954,4.985,14.7345,14.8491,5.1171,5.0407,5.7239,15.3191,14.7857,4.1327,12.8335,4.4175,11.5321,11.6389,5.0204,11.5396,9.7207,11.63,8.4457,5.324,11.0311,5.9776,6.2398,6.3001,5.471,9.2335,10.1996,8.6864,11.3124,5.7343,15.84,15.771,11.0342,15.388,16.0384,15.6963,9.028,14.5878,15.5448,12.7619,16.133,8.2042,8.4782,16.1031,11.22,14.328,17.7533,14.4015,13.1102,13.8988,10.3636,10.2607,15.9139,12.7969,16.3027,12.5118,10.0388,13.8911,14.9541,16.2867,11.3507,5.8694,18.072,11.1557,11.7666,10.6499,11.1693,11.1214,14.8117,0,0,9.3104,16.3532,9.174,10.7348,8.4206,8.2534,7.6029,10.9016,14.2149,5.115,4.5953,14.5328,15.5572,15.5408,9.281,14.3221,3.3849,7.0529,9.6025,4.351,14.5929,20.035,4.2781,12.7247,12.8411,7.5529,11.5103,8.4996,15.7961,5.9106,13.4372,15.9263,21.6343,12.2517,15.6394,17.7403,16.0689,16.0068,18.7722,19.136,14.3108,17.4297,18.3659,20.3996,14.0624,14.2905,17.0703,0,0,0,0,0,16.9794,9.6888,1.6141,10.7472,14.1547,11.8271,15.9813,20.7822,18.8235,19.5449,16.5958,9.4421,4.0632,4.999,5.0904,7.3139,3.127,3.502,5.9544,0,2.8281,4.267,4.6956,0,0,6.8249,5.2424,0,0,0,1.5022,0,2.5661,8.7531,12.2744,16.0734,12.8524,12.7056,12.7397,15.33,1.5581,0,3.3156,0,4.2699,0,5.1715,15.8577,17.7036,17.7628,16.6883,16.2255,15.6079,16.7695,7.8234,16.443,16.1999,17.3431,11.4686,12.5305,16.9929,10.8611,15.7563,12.8387,12.7125,12.8984,12.6672,12.3555,11.9399,13.3475,9.5411,10.0279,10.0459,14.8442,19.2839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9769,3.0767,3.09,3.0228,0,0,2.6767,0,2.4342,0,0,0,0,0,0,0,0,0,0,1.9497,2.4469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9283,4.5333,4.2691,9.2343,0,10.2357,0,10.1903,9.7561,10.1433,15.5117,10.6378,18.343,11.0809,13.2787,9.6257,5.2228,9.5084,4.3304,9.6245,9.1572,9.8811,3.7107,7.0547,3.6371,3.2951,0,0,12.6518,8.99,11.2919,11.3662,5.405,4.2928,17.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7805,3.5124,3.4184,7.2141,7.8715,6.2746,6.5507,2.9487,2.2695,2.3114,2.7868,4.5603,6.1942,14.0426,3.643,13.2684,13.9043,3.6174,0,3.6646,13.169,5.5318,4.0129,0,0,0,0,0,0,0,0,12.362,12.4828,16.0661,18.0235,9.41,16.2047,16.2499,16.8162,9.7667,3.1998,3.296,0,2.8594,0,0,0,0,0,3.7997,5.939,7.6046,15.481,14.7132,10.0145,5.7429,5.1513,5.7523,8.4872,10.7415,3.0885,10.1026,7.4873,7.9066,4.513,6.7124,7.6907,5.9917,5.8886,6.897,5.7425,4.5729,4.3876,4.9206,4.7746,8.5916,0,0,1.3057,1.6518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1404,0,0,0,0,0,0,0,0,1.695,0,0,0,0,0,0,0,0,0,1.67,0,0,1.5637,1.8468,3.223,0,0,0,0,0,0,3.0161,0,1.2778,0,0,3.0892,0,0,0,1.3708,1.2148,1.4334,3.0136,2.7073,1.5866,1.6532,1.0451,0,2.3453,1.2709,1.4201,0,1.5651,0,0,1.8988,1.686,0.9057,2.1748,1.6779,2.0766,1.7399,2.2811,2.1934,1.9575,1.6073,0,1.323,3.4293,0,0,0,1.9203,2.0557,2.2439,1.8787,2.1627,3.2242,6.7353,4.2634,1.8337,7.3991,3.7544,5.963,0,1.5345,1.4911,1.5269,2.2148,0,2.0089,2.0606,2.0647,0,0,2.2762,0,0,0,3.97,0,0,1.8511,1.8674,1.6416,0,3.8634,0.959,0,1.9555,6.2454,6.7882,6.474,2.0086,2.4175,4.5439,5.137,3.9603,5.38,5.2455,4.7461,7.1989,6.076,6.3774,6.2333,5.5107,3.4706,0,0,0,0,0,0,5.6465,3.7556,6.2394,2.6884,4.5652,6.9002,5.2411,2.1333,1.726,2.1794,0,5.9686,5.893,0,2.1318,0,0,3.7797,0,7.1392,7.0832,0,3.8993,0,0,0,0,0,0,0,0,1.7042,4.7957,2.6095,2.6102,2.3341,0,0,0,0,1.3249,1.559,1.6058,0,1.8348,0,0,0,0,0,0,0,1.7977,1.8503,4.6666,2.3931,2.4848,2.1911,9.0899,8.9364,6.9776,7.0163,5.4678,6.0579,1.6152,2.8917,5.6193,8.4046,3.3324,3.5324,6.5699,8.3043,7.1262,7.6636,8.2281,5.0685,9.2174,7.2751,6.7046,0,2.6823,6.6962,6.6454,6.2208,3.0865,0,2.9395,3.641,7.6512,7.7903,7.1733,8.0154,1.7483,1.7267,1.9515,2.3291,2.4092,2.7277,1.7837,2.0227,1.8155,6.9854,8.4948,8.659,5.97,6.6948,5.6156,5.5865,4.0812,4.5351,5.3466,5.7909,7.4945,4.179,5.8696,4.7408,2.7817,6.4983,0,0.7065,6.3685,7.1424,5.492978235,5.619184171
1983,5.3267,4.0584,3.9209,4.5895,4.3166,7.0619,6.0423,4.1064,7.1987,2.3904,6.8819,0,0,5.8201,3.4379,0,0,0,0,3.36,0,2.1012,3.9902,0,0,0,0,4.6984,3.3139,5.8059,0,0,0,5.712,3.1809,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6825,0,0,0,2.89,5.6841,8.8373,0,2.53,1.871,0,3.5654,0,3.5809,0,0,0,0,0,0,0,2.614,0,0,10.4795,14.0725,5.6426,10.4478,14.3462,7.7742,2.336,3.4897,7.3218,10.6558,7.0721,7.3303,6.4154,0,0,5.8547,0,4.4474,3.9009,3.8731,2.8699,2.6189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3626,0,0,0,6.246,3.8394,0,0,5.2906,10.8864,13.0913,9.3606,10.4995,1.7922,1.7818,5.2863,9.6573,4.5816,10.05,8.3978,6.3558,2.9125,5.1956,6.6056,12.2275,2.3626,2.2957,2.2389,2.1947,2.3456,2.5142,2.0891,2.7295,1.8317,1.7407,2.1644,2.3957,1.9824,3.937,1.9046,1.8948,0,0.7989,0,0,0,0,2.0788,1.6474,0.8383,0,0.9971,1.767,3.5574,1.4721,0,2.0218,2.1863,2.2389,2.6219,2.4685,2.6046,2.3476,2.4464,2.0648,1.978,4.378,3.9861,1.7372,2.4075,1.5694,1.5071,1.3505,1.2359,1.2265,2.4752,2.394,2.8248,6.365,2.7989,2.4877,2.5143,1.9306,2.0007,7.8145,10.1674,11.3805,6.7783,7.8314,8.6575,0,7.662,6.7714,6.9269,10.3841,11.6625,14.0008,12.4409,14.7145,10.4477,10.1794,10.6299,14.2211,16.4284,13.7625,14.3808,15.2045,18.9469,14.2999,14.607,13.9233,20.1926,6.6036,7.9868,6.5831,10.2135,23.4915,14.4594,14.5069,12.6971,11.701,8.4522,6.2133,9.6134,17.0832,10.4123,11.918,14.0819,21.5252,19.9488,11.7707,4.8871,16.9895,3.7812,13.899,8.6765,7.9101,8.1569,7.9677,10.8922,10.0086,8.6466,7.184,7.2923,7.2963,6.8212,7.868,12.8627,6.5865,11.1891,19.995,14.7789,18.2069,12.8693,16.1075,18.7096,20.2393,19.9955,16.0075,20.1237,15.0348,17.4124,20.3642,14.1368,20.8932,21.3312,13.3637,13.9993,14.0085,11.6512,13.3478,13.6539,15.0578,12.8692,10.1877,13.3305,16.9663,15.3815,13.8334,17.6909,18.183,13.8924,16.7534,15.3603,14.6473,14.3892,19.7058,18.8743,19.4443,14.5014,8.4996,9.3471,11.6808,16.5201,14.368,6.9998,1.787,4.6219,8.5293,8.3591,7.7225,16.671,6.6813,6.3356,15.9389,18.6045,9.9269,10.1233,15.3046,20.2446,22.8052,16.2325,11.8177,11.8306,13.7771,12.3262,23.1416,11.2264,12.0565,14.9775,10.722,7.1084,7.6702,13.0179,13.7954,9.8173,13.6117,16.0265,20.106,13.7132,14.6595,6.8196,4.0548,2.8948,3.3233,0,0,0,0,0,3.3583,3.4062,0,18.9656,17.6172,20.21,25.1519,22.0455,19.6626,10.4923,16.4581,26.656,24.8067,19.5823,9.3966,11.9881,5.7504,8.7835,6.9404,7.9779,10.4206,9.9731,8.8749,5.7866,5.9155,5.8194,3.3847,3.3852,3.6528,10.2732,10.872,3.2349,6.819,5.6045,2.9856,4.6517,1.009,3.3472,2.3925,12.8934,8.5668,14.51,7.8456,0,13.3784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2983,3.3042,3.2741,7.0466,7.0016,5.4416,5.4083,8.7367,9.5669,5.6007,7.606,5.0739,1.1678,2.4121,3.9857,1.4533,5.4102,5.9035,4.9725,5.9319,5.7289,4.0849,5.6394,4.7439,5.785,6.7843,5.1429,0,5.6772,2.8007,6.0252,7.7161,7.6931,7.4759,7.2978,2.7469,2.6132,3.0661,6.0577,6.2776,2.8588,2.78,1.9922,1.9977,4.0022,4.7412,4.0268,2.373,2.4599,3.9148,3.7147,3.5286,3.5743,8.595,2.7837,2.0891,6.1459,2.4747,2.9191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2262,1.3786,0,0.6832,2.6608,2.9505,4.533,1.6983,0,0,0,0,0,0,0,0,0.6231,0,0,2.9376,2.6346,2.4141,1.8729,0,2.8611,0,5.3726,0,4.6981,2.4602,2.5601,0,0,0,0,1.8961,0,0,0,1.8661,0,0,0,0,0,0,0,0,2.3705,1.7796,0,0,0,1.4416,0,2.7849,0,2.2489,1.9783,0,0,0,0,0.8788,0,2.3081,0,0,5.6684,0,0,0,0,3.9563,3.0646,5.6796,4.1655,0,2.669,0,3.7112,3.6903,3.7402,1.6911,0,3.1921,0,2.3439,2.2964,0,2.072,1.9364,3.7802,3.2996,2.3126,2.4398,0,1.8771,1.6609,0,0,0,1.536,5.0727,1.3405,4.4973,1.566,2.0765,2.4157,2.2594,0,1.5748,0,0,0,1.2872,1.4734,1.3003,3.0333,1.878,0,0,1.7146,1.688,0,1.7854,1.9436,4.3596,2.3482,4.6792,0,6.4357,4.5012,5.1633,2.5347,2.7566,2.5725,2.4724,4.2169,2.642,5.0649,5.3971,3.9276,2.0057,2.1185,4.0602,0,2.7644,3.3624,3.0092,1.7495,0,0,2.1998,0,2.2959,2.3729,0,0,2.1025,2.7233,2.8975,4.7427,0,0,0,0,3.7826,2.746,4.3921,2.5755,3.3662,2.3837,2.2193,2.7228,4.4429,9.5797,5.5721,5.6062,8.6649,7.2206,5.6571,5.1039,4.3658,4.1966,5.9638,2.5088,4.5872,13.2756,3.6853,0,0,2.5834,5.1087,11.9832,11.7134,7.1219,0,3.301,1.5256,3.866,1.4038,6.9759,2.4773,0,0,0,2.2688,1.9616,2.1282,2.4686,2.2243,3.1273,3.1365,1.885,3.0523,3.0022,3.134,3.1976,3.8211,4.1092,2.8814,2.1668,1.1817,3.4434,3.4977,2.8966,3.3338,3.3535,2.3405,3.313,2.4982,3.2745,3.673,3.6007,2.8616,3.3296,2.0938,3.2278,3.6366,3.6754,2.8094,2.5722,3.3645,3.3256,4.6155,3.4373,3.1949,3.5361,2.2623,6.3409,3.1355,3.6369,5.2764,7.1385,2.6999,5.6232,5.6502,4.4634,6.999,0,2.826,2.6046,4.0015,3.0153,2.9593,4.9614,4.8964,1.8656,3.0941,2.9319,3.059,3.1197,2.9432,5.7785,1.5317,1.5516,1.7366,4.2712,2.2809,2.7281,1.9034,2.0219,0,2.8983,2.3744,2.6164,2.4306,2.6792,2.7603,2.5538,2.0235,0,2.428,3.2539,4.5795,1.7236,0,2.5679,0,3.7416,0.8035,0.9105,2.6619,5.8667,5.400015769,4.867014322
