year,US1,US2,US3,US4,US5,US6,US7,US8,US9,US10,US11,US12,US13,US14,US15,US16,US17,US18,US19,US20,US21,US22,US23,US24,US25,US26,US27,US28,US29,US30,US31,US32,US33,US34,US35,US36,US37,US38,US39,US40,US41,US42,US43,US44,US45,US46,US47,US48,US49,US50,US51,US52,US53,US54,US55,US56,US57,US58,US59,US60,US61,US62,US63,US64,US65,US66,US67,US68,US69,US70,US71,US72,US73,US74,US75,US76,US77,US78,US79,US80,US81,US82,US83,US84,US85,US86,US87,US88,US89,US90,US91,US92,US93,US94,US95,US96,US97,US98,US99,US100,US101,US102,US103,US104,US105,US106,US107,US108,US109,US110,US111,US112,US113,US114,US115,US116,US117,US118,US119,US120,US121,US122,US123,US124,US125,US126,US127,US128,US129,US130,US131,US132,US133,US134,US135,US136,US137,US138,US139,US140,US141,US142,US143,US144,US145,US146,US147,US148,US149,US150,US151,US152,US153,US154,US155,US156,US157,US158,US159,US160,US161,US162,US163,US164,US165,US166,US167,US168,US169,US170,US171,US172,US173,US174,US175,US176,US177,US178,US179,US180,US181,US182,US183,US184,US185,US186,US187,US188,US189,US190,US191,US192,US193,US194,US195,US196,US197,US198,US199,US200,US201,US202,US203,US204,US205,US206,US207,US208,US209,US210,US211,US212,US213,US214,US215,US216,US217,US218,US219,US220,US221,US222,US223,US224,US225,US226,US227,US228,US229,US230,US231,US232,US233,US234,US235,US236,US237,US238,US239,US240,US241,US242,US243,US244,US245,US246,US247,US248,US249,US250,US251,US252,US253,US254,US255,US256,US257,US258,US259,US260,US261,US262,US263,US264,US265,US266,US267,US268,US269,US270,US271,US272,US273,US274,US275,US276,US277,US278,US279,US280,US281,US282,US283,US284,US285,US286,US287,US288,US289,US290,US291,US292,US293,US294,US295,US296,US297,US298,US299,US300,US301,US302,US303,US304,US305,US306,US307,US308,US309,US310,US311,US312,US313,US314,US315,US316,US317,US318,US319,US320,US321,US322,US323,US324,US325,US326,US327,US328,US329,US330,US331,US332,US333,US334,US335,US336,US337,US338,US339,US340,US341,US342,US343,US344,US345,US346,US347,US348,US349,US350,US351,US352,US353,US354,US355,US356,US357,US358,US359,US360,US361,US362,US363,US364,US365,US366,US367,US368,US369,US370,US371,US372,US373,US374,US375,US376,US377,US378,US379,US380,US381,US382,US383,US384,US385,US386,US387,US388,US389,US390,US391,US392,US393,US394,US395,US396,US397,US398,US399,US400,US401,US402,US403,US404,US405,US406,US407,US408,US409,US410,US411,US412,US413,US414,US415,US416,US417,US418,US419,US420,US421,US422,US423,US424,US425,US426,US427,US428,US429,US430,US431,US432,US433,US434,US435,US436,US437,US438,US439,US440,US441,US442,US443,US444,US445,US446,US447,US448,US449,US450,US451,US452,US453,US454,US455,US456,US457,US458,US459,US460,US461,US462,US463,US464,US465,US466,US467,US468,US469,US470,US471,US472,US473,US474,US475,US476,US477,US478,US479,US480,US481,US482,US483,US484,US485,US486,US487,US488,US489,US490,US491,US492,US493,US494,US495,US496,US497,US498,US499,US500,US501,US502,US503,US504,US505,US506,US507,US508,US509,US510,US511,US512,US513,US514,US515,US516,US517,US518,US519,US520,US521,US522,US523,US524,US525,US526,US527,US528,US529,US530,US531,US532,US533,US534,US535,US536,US537,US538,US539,US540,US541,US542,US543,US544,US545,US546,US547,US548,US549,US550,US551,US552,US553,US554,US555,US556,US557,US558,US559,US560,US561,US562,US563,US564,US565,US566,US567,US568,US569,US570,US571,US572,US573,US574,US575,US576,US577,US578,US579,US580,CE1,CE2,CE3,CE4,CE5,CE6,CE7,CE8,CE9,CE10,CE11,CE12,CE13,CE14,CE15,CE16,CE17,CE18,CE19,CE20,CE21,CE22,CE23,CE24,CE25,CE26,CE27,CE28,CE29,CE30,CE31,CE32,CE33,CE34,CE35,CE36,CE37,CE38,CE39,CE40,CE41,CE42,CE43,CE44,CE45,CE46,CE47,CE48,CE49,CE50,CE51,CE52,CE53,CE54,CE55,CE56,CE57,CE58,CE59,CE60,CE61,CE62,CE63,CE64,CE65,CE66,CE67,CE68,CE69,CE70,CE71,CE72,CE73,CE74,CE75,CE76,CE77,CE78,CE79,CE80,CE81,CE82,CE83,CE84,CE85,CE86,CE87,CE88,CE89,CE90,CE91,CE92,CE93,CE94,CE95,CE96,CE97,CE98,CE99,CE100,CE101,CE102,CE103,CE104,CE105,CE106,CE107,CE108,CE109,CE110,CE111,CE112,CE113,CE114,CE115,CE116,CE117,CE118,CE119,CE120,CE121,CE122,CE123,CE124,CE125,CE126,CE127,CE128,CE129,CE130,CE131,CE132,CE133,CE134,CE135,CE136,CE137,CE138,CE139,CE140,CE141,CE142,CE143,CE144,CE145,CE146,CE147,CE148,CE149,CE150,CE151,CE152,CE153,CE154,CE155,CE156,CE157,CE158,CE159,CE160,CE161,CE162,CE163,CE164,CE165,CE166,CE167,CE168,CE169,CE170,CE171,CE172,CE173,CE174,CE175,CE176,CE177,CE178,CE179,CE180,CE181,CE182,CE183,CE184,CE185,CE186,CE187,CE188,CE189,CE190,CE191,CE192,CE193,CE194,CE195,CE196,CE197,CE198,CE199,CE200,CE201,CE202,CE203,CE204,CE205,CE206,CE207,CE208,CE209,CE210,CE211,CE212,CE213,CE214,CE215,CE216,STDEVP,mean
1981,39.9367,34.2534,34.0492,27.0024,36.4739,32.5833,32.609,30.969,34.4319,15.3353,33.2474,38.8436,33.362,32.7016,32.9799,37.8109,37.2037,32.8705,36.8939,26.1927,34.5867,32.3138,32.1599,28.2906,27.8775,27.7436,25.8461,29.8052,10.8661,15.0069,34.7938,15.3018,10.2176,19.8262,14.1652,21.2677,23.2733,29.653,14.3137,24.0688,30.2692,30.292,36.5711,35.3926,26.2825,14.1903,15.1786,20.1596,24.6094,19.9519,28.9401,20.1258,19.9604,23.162,24.6542,19.0916,19.3184,34.8079,10.5964,9.9567,9.3768,9.7381,10.4168,10.4492,10.4738,18.4942,18.4198,9.2528,10.3655,18.2391,14.2254,15.6729,10.5126,9.8424,21.1904,20.9456,21.5773,19.5508,20.8799,25.0759,9.6386,9.8051,24.5672,9.5818,20.7067,15.2629,20.8479,11.566,20.9767,14.264,19.8054,19.1129,25.3893,0,4.7587,9.3322,13.8194,31.4042,32.1127,21.1576,21.0717,20.5296,31.3626,32.1703,5.6093,31.1514,31.1674,14.1809,14.6055,14.1757,13.9627,5.0872,4.7758,4.9758,13.4684,9.9532,19.3943,4.9262,12.2976,12.1591,12.3475,11.9365,5.1813,18.5936,13.0044,4.8899,4.9958,5.1849,16.2049,10.7055,21.5679,21.0887,39.3533,25.5493,25.3044,29.5126,21.8785,22.0716,22.0794,25.2621,25.1611,22.2128,22.2183,29.761,21.6122,21.8048,25.2299,24.4881,21.5339,17.6156,16.6596,19.495,10.4212,20.29,9.6455,12.035,11.8207,11.3223,16.105,9.3668,10.3111,19.1405,21.6274,21.5941,18.139,21.7347,21.1876,24.9759,25.3338,25.0639,21.4885,24.6671,24.9471,22.88,24.5352,24.6498,22.2308,25.5095,29.1472,24.6358,24.4553,27.5649,26.0509,27.3675,28.4753,18.4272,21.1807,18.4986,14.8038,22.7165,15.5897,15.6869,9.0194,8.9303,0,0,9.6965,0,21.2533,9.9726,19.5469,0,0,0,8.99,0,9.1682,0,0,11.1061,30.0523,10.1088,29.9948,34.9694,23.8499,20.5082,43.6427,35.006,50.9778,34.6184,0,6.7411,12.4716,56.4968,46.6242,33.6284,36.8485,44.6161,12.3204,20.3607,53.5688,26.3729,17.0098,14.7725,14.8374,14.346,4.4289,17.8448,9.9157,10.1902,22.6116,23.1677,21.6584,26.121,83.853,84.4956,71.8247,79.5971,73.4562,68.0857,68.4695,71.7886,74.6738,80.6354,68.6043,55.4156,50.5224,37.7689,26.7513,27.1785,26.2757,33.8511,33.3717,32.536,33.839,33.7746,33.758,22.9177,33.9297,27.3914,41.364,57.3087,38.8909,36.17,34.94,28.4379,10.4083,10.2916,10.3468,10.2245,29.9258,18.7749,30.4727,30.0276,30.0609,27.3262,20.3716,31.5069,30.2185,20.1988,28.3499,30.5158,30.7913,41.4129,42.0769,40.7612,40.4526,40.3702,40.771,40.6713,44.7562,43.9823,41.1013,46.5348,56.7014,58.0907,50.6394,59.7679,50.1171,11.6471,42.0479,35.4086,18.4901,18.6269,34.4031,34.4271,26.1045,20.1374,40.201,18.6492,91.6277,83.9012,57.7716,81.854,51.8255,37.5129,64.4456,42.301,48.2162,57.2489,67.6321,66.9223,73.0239,69.3847,70.2701,51.4177,51.5889,60.5471,63.3779,44.9775,45.5788,47.0406,48.1949,35.6124,32.9946,42.8391,42.2947,38.7343,56.3664,53.8889,41.3852,66.5451,65.8187,53.8236,50.7878,45.8648,48.9869,53.8208,57.2331,46.0697,46.3779,54.2665,52.3168,36.5459,62.3917,66.2906,66.3126,37.5825,47.4353,48.4659,44.7238,19.9596,37.1148,37.1487,37.5071,38.6676,40.0772,36.9551,35.8838,37.0797,35.7181,42.2043,38.205,60.6985,61.2474,41.3892,34.4436,59.2165,56.1436,45.4106,54.7562,36.1737,36.569,37.9442,39.3333,39.601,35.9416,41.5257,42.7026,44.318,42.9708,42.5893,41.8564,42.0547,42.7117,42.9688,43.4687,43.8375,40.5706,54.4529,71.7572,51.1919,51.086,52.1112,35.8585,33.9432,33.1894,34.6584,33.8728,14.459,22.0857,21.9865,36.7312,36.6691,25.0139,24.9944,25.445,23.7154,32.0245,31.1933,31.1637,35.809,35.3985,24.3439,31.3287,12.709,13.1534,61.2688,62.0664,58.8021,57.4031,68.1776,67.9208,67.7061,67.6215,20.7521,20.6947,22.3795,21.0846,20.6548,37.4134,36.9969,26.1743,20.3809,28.2421,20.459,28.1498,20.8124,20.8124,20.6682,20.272,20.1411,29.4886,33.2105,21.9736,31.0783,43.3946,35.9852,29.1563,16.8116,14.0103,0,19.0236,31.5759,30.9911,24.2071,28.9819,25.0276,19.4714,10.1316,14.8167,0,0,0,0,10.5711,10.0693,6.3998,6.2819,13.8043,53.0584,51.4504,22.6149,18.9279,29.5325,43.7119,43.9998,45.5604,52.7547,12.3145,11.8725,34.4083,36.4971,0,7.0476,19.4602,5.9835,6.4781,41.414,36.9117,53.8128,53.631,46.3871,47.4849,39.9702,47.4861,48.82,36.0658,35.0781,33.7847,38.2895,29.9449,37.745,35.4959,29.5733,27.9169,45.6766,45.4554,44.5431,46.8415,40.7766,61.5851,63.9695,59.377,52.4252,47.0687,46.4671,45.8559,42.6119,47.42,50.9304,45.2837,29.9163,35.1363,26.2003,25.8455,49.447,34.9784,31.3036,23.8427,38.1826,28.8365,31.4778,31.3028,31.4454,32.8845,31.3709,36.5108,27.7158,5.8047,27.9159,38.0394,21.6522,38.2983,21.5032,48.0986,81.9448,51.5723,50.05,37.0252,18.8014,19.7075,55.7096,54.9279,48.5504,59.5824,21.6831,18.1394,51.1475,43.6355,26.9767,26.6148,11.9553,14.9307,14.3173,27.0276,21.3664,27.8269,28.3239,23.6999,18.1068,11.7985,12.8452,5.6054,24.8325,12.8261,24.377,5.5808,11.8963,12.0995,15.6545,14.7972,12.0707,15.7007,15.7678,16.0291,13.5335,13.1867,11.8494,7.705,5.7799,15.8641,16.4602,7.9804,8.0404,15.2233,15.6931,15.3078,15.888,23.6101,23.6291,23.3463,23.7029,22.8564,23.0002,16.6225,15.9891,16.0104,16.6295,16.3029,23.8669,16.208,16.0243,16.4137,16.0805,15.991,16.277,15.9729,15.7199,22.218,22.1582,8.256,8.4441,8.4731,8.1124,8.3066,8.7108,8.5336,8.8225,8.6774,8.545,22.7146,22.7466,22.8674,24.8692,17.772,25.6151,25.2637,22.9887,17.8662,27.4095,17.3731,17.2613,22.7349,22.5098,22.6856,27.4611,15.0673,23.9083,23.0218,15.5309,23.8614,15.5973,22.3833,27.2857,23.1536,22.6864,22.0573,15.5385,14.8481,20.4967,24.9955,24.2177,23.2402,21.8206,21.8834,21.8551,29.0223,32.4846,32.138,33.6272,20.5764,33.5924,25.4711,21.1517,20.1708,20.1731,20.057,27.2579,6.0896,8.4777,14.8867,14.359,20.0567,20.1144,22.9777,14.3554,20.0107,19.8594,32.2554,31.7486,25.5055,35.4235,29.2896,28.6861,23.4818,22.8551,31.4914,23.3424,17.0114,17.4462,17.4394,25.0498,24.0323,18.1598,12.4313,18.0873,6.1764,24.7025,36.0584,29.5658,23.8353,27.6019,28.0342,34.2892,34.681,28.1715,28.0297,21.4106,20.9754,33.8086,21.2281,27.1341,22.1014,30.1215,22.5807,23.0663,23.8701,23.7405,23.0539,24.249,23.1678,28.0226,22.0587,22.2728,21.8787,22.0244,22.3534,29.0427,22.0586,21.9152,29.7962,22.6027,23.1349,22.7628,23.5673,12.2854,12.3312,18.6121,13.6546,15.8783,16.1134,16.0631,15.3112,15.7757,26.3996,32.7356,33.0967,33.6254,26.4491,26.6892,33.5442,33.6065,33.4522,26.3824,33.3506,20.5901,28.7834,26.9303,29.2034,28.8492,20.9862,12.1915,11.9073,15.5184,15.8213,16.00339837,28.28994146
1982,42.2915,23.6275,39.912,19.777,29.6662,41.7798,41.4003,38.3437,26.7966,43.028,42.0914,40.3683,24.7197,41.8553,41.4692,30.8973,28.5496,29.2719,36.9999,41.9824,22.8528,39.0977,33.6034,21.4116,21.1436,22.4572,19.8517,31.6518,29.7992,33.0927,27.8975,30.2317,24.8379,18.0681,28.7479,28.1241,27.1155,27.2837,29.0133,30.4427,34.7429,28.963,28.0242,28.7931,33.7897,35.0929,35.4859,28.4564,33.2584,28.2737,32.7456,29.4711,23.3346,28.7582,29.3289,30.2045,30.2537,28.7601,31.0969,28.8524,29.4396,28.6604,29.332,29.3142,36.5606,25.8072,25.7628,28.683,35.1475,35.4028,36.6723,30.5456,28.252,37.3884,40.1071,35.0607,30.0686,42.6726,26.8461,30.8118,25.9072,37.3718,25.4779,25.8522,29.1031,31.1893,32.7601,28.5337,33.8252,37.7671,32.0337,37.1508,40.7683,29.6244,29.9001,30.7201,30.6883,30.9673,31.2081,31.7966,31.8445,30.282,31.2885,31.9774,30.8661,31.0364,31.0478,31.1309,31.5172,30.5588,30.2985,30.314,36.1284,35.0361,30.2137,29.5902,26.5206,31.8135,37.8006,37.4055,28.77,37.9313,31.9567,27.0088,28.1067,31.1775,31.5326,31.9667,37.7336,36.8742,37.5459,36.8354,41.6647,24.3635,24.753,16.7946,23.7782,24.3317,24.3403,23.8138,24.3429,23.7494,16.7002,16.7048,23.5732,24.0382,23.504,28.9382,23.9105,16.7135,14.4455,21.1415,22.2993,22.8613,20.3824,15.016,20.5134,15.2663,14.824,10.3811,21.0159,32.6068,25.223,25.1874,24.8933,24.4616,29.1807,24.5513,24.5564,24.6333,24.5135,24.6193,24.9085,29.1516,31.9464,31.9391,43.9848,39.0722,28.3809,27.4253,27.7352,27.6552,21.7891,35.0669,37.773,41.3335,33.4038,31.1932,25.3329,40.7886,35.8494,43.2416,47.4912,39.1927,48.8188,44.7689,42.8102,28.9114,29.2989,29.4908,40.5505,40.9389,40.9347,40.7426,46.8047,39.6023,46.2089,46.3076,48.7621,49.1848,38.2026,31.6896,37.9314,29.2164,22.4414,30.8024,29.9282,29.4169,29.5905,31.0572,42.6135,39.4771,40.4115,8.072,11.8091,10.6934,20.1207,11.5675,54.4177,38.3465,37.8872,36.5504,46.8433,36.2115,28.4787,36.8045,32.0275,39.2582,57.32,29.1437,33.9255,22.7651,31.0034,23.5793,31.3867,38.2003,36.8422,55.6284,40.502,50.7493,52.7836,52.4061,31.0234,31.5757,41.6274,29.1519,24.5421,12.0898,24.7092,25.8101,35.7683,22.8436,29.9683,46.2376,30.3314,30.4442,36.8737,44.933,16.0543,34.52,26.7175,10.558,22.8972,23.3335,32.7816,49.468,33.2051,39.1913,33.7492,48.19,40.828,49.7241,48.145,47.8196,47.9438,48.9218,40.8234,38.7641,47.2628,40.3747,46.7641,38.834,38.4817,42.3242,39.5825,37.6914,37.21,37.6598,43.0268,41.1837,36.4641,30.8895,30.6142,6.5063,0,8.5851,9.6284,9.6117,0,11.4146,18.5341,19.0151,11.7061,11.7479,19.6619,19.8991,11.1084,0,0,0,20.3124,20.293,25.0729,20.1124,12.8842,20.6048,14.6806,12.8608,12.0543,30.6792,40.7319,20.3017,20.5442,15.6958,15.6705,21.41,12.4258,9.6962,11.458,12.0185,19.5048,11.8953,19.2214,22.4808,11.9182,5.3599,5.3362,14.2227,14.23,13.9965,13.7934,19.7633,29.917,17.6998,27.7937,25.3671,22.574,22.6912,22.113,20.7043,20.9463,21.8567,46.1903,51.5695,37.8173,44.5375,45.7384,45.2843,37.4938,36.4223,40.5622,46.5031,36.2981,36.3447,36.8946,36.1774,36.7896,52.4833,51.4003,52.4271,35.1624,32.8075,44.1683,43.5917,43.7902,41.3384,39.0201,36.7323,48.9325,30.2874,41.768,38.0894,37.062,6.9486,10.5349,10.6137,8.825,8.628,8.784,9.6272,8.8185,9.3538,8.9029,8.9432,9.0724,9.1701,9.2454,9.2785,7.3756,12.4419,9.0755,21.4911,21.3882,12.3573,42.4859,41.5494,47.1309,48.3722,47.7088,57.9919,54.9335,54.8373,55.1633,55.1231,55.0409,55.0058,55.4382,45.5193,45.9889,43.4823,43.4475,54.4841,53.9855,54.3995,53.5774,47.2197,52.748,7.8876,8.7602,8.9579,9.354,16.8581,16.8643,24.902,24.908,53.7172,54.4531,54.2225,54.9589,48.2785,45.5131,45.5343,29.0577,28.0085,36.6262,26.2748,36.2551,25.934,25.934,25.8021,25.9421,25.6809,34.148,41.4079,49.9252,43.9426,38.0856,46.2145,38.7755,26.1419,35.7386,41.0034,41.114,51.4977,50.0264,38.9697,48.4292,48.3094,37.2265,41.1991,38.2199,24.8233,32.5814,41.2359,36.019,16.0743,24.8938,14.1418,17.8126,57.9031,0,8.3388,7.2961,7.8624,7.502,11.5739,10.9741,4.3674,4.0805,0,0,0,0,0,0,6.236,0,6.3377,0,0,0,0,0,7.3365,8.0131,11.9384,11.6705,7.9742,10.8649,0,17.8975,8.0057,7.7301,15.459,0,0,0,0,0,0,17.799,7.2257,0,0,0,6.581,6.6075,7.0035,6.5704,20.3293,13.9293,11.1194,5.069,4.9106,9.5243,9.5338,0,0,0,0,7.7778,0,0,0,0,0,0,0,5.7178,7.4713,0,7.3934,48.2341,25.529,14.9437,0,0,0,4.7468,0,8.6332,30.6664,24.4304,24.1313,23.7699,25.6042,16.4575,8.605,4.0383,5.4435,13.6297,12.5063,10.6543,6.3643,6.4262,6.0299,0,6.1554,5.9677,13.1002,15.323,5.8585,6.6171,5.9393,6.7271,6.816,6.7264,6.1389,6.7955,6.793,19.548,6.4344,6.253,6.5809,6.5402,6.4903,6.8737,12.4767,12.2952,6.9777,6.743,13.7398,13.6096,6.9093,13.2794,6.6166,13.1681,6.5615,6.9896,7.0008,12.6771,13.3702,19.9376,19.8673,14.1982,13.8929,13.9871,13.9388,13.4333,12.6263,12.6859,12.621,12.582,19.5999,13.0432,13.0905,12.9726,12.8628,12.9407,13.4053,13.7549,6.9947,6.8411,6.7382,7.1119,6.5731,7.014,6.7177,13.6114,20.0118,6.6781,13.5886,13.8566,14.0297,13.4641,13.7155,13.5757,13.6473,13.8024,13.534,13.0276,13.1163,13.3897,13.6827,13.5614,13.2668,13.0596,20.0716,13.124,13.0616,20.0703,12.5816,12.6388,19.4997,13.1095,13.8362,13.944,13.8091,14.1792,14.3348,13.1662,12.4449,12.2531,12.0863,11.7038,18.2963,18.4289,19.7894,0,0,0,11.1278,0,5.4283,17.5002,5.6016,5.5396,5.5619,23.099,12.5756,6.8925,12.7597,12.4946,11.8537,11.7736,5.4557,5.7395,5.6065,5.4938,4.9033,4.7904,0,10.8504,11.0527,12.5898,13.1082,11.3465,11.4862,11.4049,10.6449,4.5302,10.2597,5.3727,9.9736,0,0,0,0,10.477,5.0563,4.851,4.5847,6.8964,7.1376,6.9321,12.955,13.7863,13.5261,12.3421,6.6027,13.1847,13.9484,6.6081,13.496,20.1285,16.4502,16.2085,15.6541,15.7957,16.2809,15.269,14.8445,6.8182,0,6.4602,6.6408,6.7367,7.0151,12.6229,6.468,12.4938,19.5066,20.1241,20.1776,20.0077,14.7118,6.2275,6.1871,18.187,12.3104,6.9773,0,13.1002,6.4306,13.4938,12.5408,12.9534,12.9947,6.9621,12.61,12.7908,13.0651,13.2066,12.464,12.7435,12.9666,12.5045,13.2883,12.7664,13.2083,13.3172,19.0262,4.8627,11.4967,14.1963,14.2178,14.71698358,22.74263844
