year,us57,us198,us201,us222,us231,us234,us239,us243,us244,us297,us320,us322,us330,us331,us333,us337,us339,us342,us345,us351,us358,us365,us369,us370,us372,us373,us389,us437,us453,us474,us501,us515,us518,us526,us529,us535,us539,us540,us547,us550,us560,us568,us577,us578,us588,us593,us594,us651,us653,us658,us660,us668,us670,us686,us694,us701,us702,us706,us714,us724,us729,us733,us734,us745,us756,us760,us764,us770,us775,us776,us778,us799,us833,us853,us855,us859,us865,us866,us879,us881,us891,us892,us893,us894,us904,us945,us997,us1005,us1019,us1025,us1029,us1037,us1042,us1049,us1059,us1064,us1072,us1102,us1103,us1105,us1112,us1113,us1122,us1126,us1128,us1129,us1130,us1147,us1148,us1157,us1162,us1168,us1190,us1207,us1216,us1217,us1286,us1291,us1295,us1296,us1297,us1300,us1314,us1323,us1326,us1347,us1354,us1356,us1568,us1573,us1581,us1582,us1585,us1640,us1641,us1643,us1646,us1647,us1648,us1649,us1651,us1652,us1653,us1655,us1658,us1659,us1668,us1670,us1680,us1789,us1792,us1829,us1842,us1857,us1863,us1867,us1870,us1883,us1897,us1907,us1915,us1924,us1971,us1973,us1975,us1977,us1985,us1989,us1990,us1991,us1992,us1993,us1995,us2002,us2005,us2006,us2007,us2008,us2040,us2042,us2049,us2057,us2066,us2115,us2116,us2127,us2145,us2146,us2148,us2184,us2207,us2210,us2346,us2349,us2374,us2377,us2387,us2426,us2437,us2445,us2449,us2471,us2472,us2475,us2477,us2479,us2480,us2481,us2665,us2800,us2922,us2926,us2927,us2945,us2946,us2991,us3038,us3039,us3041,us3045,us3141,us3145,us3250,us3308,us3326,us3352,us3363,us3374,us3451,us3501,us3536,us3544,us3568,us3582,us3589,us3608,us3627,us3636,us3659,us3670,us3726,us3728,us3735,us3746,us3801,us3806,us3807,us3818,us3834,us3845,us3848,us3853,us3861,us3863,us3864,us3901,us3903,us3924,us4008,us4021,us4024,us4057,us4062,us4068,us4070,us4071,us4073,us4074,us4079,us4114,us4131,us4168,us4170,us4178,us4200,us4212,us4219,us4220,us4221,us4223,us4237,us4254,us4260,us4270,us4271,us4272,us4273,us4285,us4287,us4290,us4292,us4312,us4314,us4317,us4322,us4324,us4327,us4345,us4349,us4351,us4353,us4355,us4356,us4414,us4513,us4520,us4531,us4538,us4546,us4555,us4562,us4567,us4569,us4570,us4571,us4572,us4574,us4575,us4577,us4578,us4586,us4587,us4590,us4591,us4592,us4600,us4601,us4602,us4603,us4608,us4639,us4661,us4663,us4700,us4703,us4720,us4722,us4833,us4836,us4853,us4856,us4859,us4868,us4923,us4924,us4948,us4949,us4951,us4957,us4959,us4962,us5010,us5011,us5035,us5046,us5056,us5173,us5178,us5190,us5204,us5213,us5217,us5250,us5260,us5273,us5315,us5316,us5324,us5368,us5369,us5381,us5386,us5387,us5388,us5389,us5390,us5392,us5399,us5400,us5401,us5402,us5403,us5408,us5415,us5417,us5418,us5419,us5425,us5440,us5441,us5446,us5455,us5459,us5479,us5484,us5486,us5488,us5492,us5495,us5497,us5498,us5500,us5503,us5504,us5506,us5510,us5511,us5512,us5514,us5524,us5536,us5553,us5554,us5558,us5646,us5648,us5649,us5650,us5651,us5652,us5653,us5654,us5657,us5658,us5659,us5660,us5661,us5665,us5666,us5668,us5669,us5671,us5672,us5673,us5674,us5675,us5676,us5695,us5699,us5700,us5702,us5722,us5725,us5726,us5727,us5735,us5736,us5737,us5739,us5744,us5765,us5766,us5796,us5798,us5837,us5838,us5839,us5840,us5841,us5842,us5843,us5844,us5847,us5880,us5902,us5952,us5955,us5964,us5965,us6009,us6012,us6050,us6077,us6087,us6091,us6098,us6099,us6113,us6122,us6124,us6128,us6147,us6155,us6340,us6342,us6379,us6390,us6401,us6403,us6416,us6494,us6559,us6598,us6604,us6606,us6620,us6636,us6643,us6659,us6678,us6681,us6687,us6691,us6696,us6697,us6698,us6699,us6702,us6729,us6731,us6767,us6769,us6776,us6791,us6798,us6810,us6812,us6818,us6820,us6860,us6862,us6865,us6867,us6869,us6871,us6872,us6875,us6876,us6877,us6923,us6928,us6937,us6943,us6946,us6949,us6998,us6999,us7016,us7028,us7053,us7101,us7107,us7113,us7121,us7125,us7126,us7204,us7230,us7232,us7233,us7370,us7403,us7405,us7406,us7408,us7409,us7411,us7446,us7560,us7685,us7833,us7844,us8236,us8312,us8531,us8570,us8577,us8595,us8645,us8647,us8869,us8924,us8928,us8929,us8930,us8931,us8933,us8947,us9062,us9066,la4,la9,la13,la19,la32,la35,la39,la40,la42,la51,la57,la63,la65,la66,la71,la72,la74,la77,la82,la84,la91,la95,la96,la103,la105,la108,la117,la126,la128,la129,la130,la131,la133,la135,la137,la142,la147,la149,la152,la154,la162,la167,la179,la182,la184,la204,la206,la207,la211,la218,la224,la225,la227,la228,la231,la233,la234,la236,la237,la239,la243,la248,la250,la251,la252,la253,la254,la263,la264,la280,la281,la287,la291,la293,la297,la300,la307,la311,la317,la320,la323,la332,la333,la336,la339,la343,la351,la358,la359,la360,la364,la368,la370,la371,la372,la378,la383,la384,la389,la393,la399,la403,la404,la407,la412,la423,la426,la434,la440,la444,la446,la452,la454,la456,la463,la465,la467,la468,la470,la474,la476,la479,la481,la484,la487,la494,la499,la503,la504,la505,la507,la519,la524,la527,la534,la537,la541,la557,la558,la569,la570,la571,la581,la582,la588,la590,la597,la598,la602,la605,la607,la609,la611,la612,la613,la614,la616,la617,la619,la620,la629,la632,la638,la643,la649,la656,la658,la663,la664,la666,la669,la674,la681,la684,la686,la688,la689,la690,la691,la693,la697,la698,la701,la702,la703,la708,la710,la711,la713,la714,la716,la721,la723,la728,la730,la736,la737,la738,la739,la744,la748,la755,la757,la761,la764,la766,la780,la787,la788,la789,la791,la792,la816,la821,la853,la857,STDEVP,MEAN
1981,21,16,17,16,21,17,19,19,21,9,17,19,16,17,16,20,18,22,20,12,21,15,16,20,19,19,18,16,9,10,22,7,6,13,10,15,10,13,9,10,13,13,18,21,15,7,6,10,13,9,16,10,9,12,12,7,7,16,4,6,7,6,4,4,4,8,8,6,4,8,7,6,5,7,11,11,11,8,9,12,5,5,11,7,8,7,6,3,7,6,6,8,9,0,3,3,6,13,12,6,6,6,13,12,4,13,12,6,6,6,6,3,4,4,7,6,10,4,7,7,7,8,5,11,7,4,4,4,17,13,22,22,33,18,18,22,16,14,14,19,19,15,15,21,17,16,40,45,16,37,37,42,21,30,24,26,26,18,29,24,27,39,15,15,13,14,15,18,18,18,15,18,18,16,19,19,18,29,42,47,46,42,39,18,19,12,14,10,10,18,21,20,5,4,0,0,5,0,7,4,7,0,0,0,4,0,4,0,0,6,10,3,10,13,10,13,16,13,25,20,0,4,6,39,31,22,26,29,6,14,27,15,9,10,6,11,3,7,4,5,14,14,14,12,37,39,34,40,38,47,47,45,37,39,36,30,27,20,16,17,16,19,16,14,15,15,15,10,21,16,21,31,16,16,21,11,3,3,3,3,14,7,13,13,13,12,6,14,15,7,17,11,11,13,13,14,14,13,13,13,16,17,19,28,36,42,35,42,31,5,18,13,8,8,14,14,11,9,18,9,54,49,20,35,16,13,29,14,17,24,29,29,32,23,22,18,19,34,29,42,33,37,37,14,14,26,26,23,30,31,19,26,27,23,23,27,25,28,32,21,20,22,30,15,26,26,26,23,19,18,25,17,19,19,18,20,19,14,17,14,14,20,21,31,27,22,17,23,23,19,23,15,22,30,29,29,16,16,16,19,16,18,16,16,16,18,19,19,34,30,36,28,28,29,14,15,15,15,15,15,16,16,17,17,20,19,19,11,15,13,13,16,16,19,14,14,14,47,40,30,34,35,35,35,35,21,21,13,19,19,19,19,23,18,15,12,15,12,12,12,12,12,15,24,11,17,19,20,17,28,12,0,10,21,17,13,16,13,10,7,11,0,0,0,0,6,7,3,3,9,40,43,10,7,14,43,44,29,33,7,7,35,28,0,3,11,3,5,30,28,46,46,39,24,36,43,41,51,50,36,28,24,27,28,21,28,32,35,37,32,21,44,51,42,44,27,28,30,35,47,30,29,22,23,19,20,27,19,15,13,24,21,25,27,27,20,25,20,23,4,15,20,9,35,18,38,46,33,48,46,11,12,24,24,21,41,15,9,39,21,14,16,9,6,8,18,9,13,13,20,21,9,7,6,16,8,16,6,8,8,6,7,9,6,6,6,8,8,8,3,5,7,6,3,3,7,7,6,6,10,11,12,12,12,12,6,7,7,6,6,11,6,6,6,6,6,6,6,6,11,12,4,3,3,4,3,3,3,3,3,3,11,11,11,9,6,10,10,11,7,14,7,7,11,11,11,14,9,10,11,8,10,7,11,15,11,11,12,8,8,11,9,9,10,11,11,11,15,16,18,17,11,17,14,10,11,10,10,13,4,3,6,6,9,9,9,6,9,9,15,15,12,20,28,28,25,25,16,24,16,18,16,13,13,11,8,11,4,12,19,16,13,14,14,17,17,16,16,9,9,17,13,14,9,15,12,12,12,12,12,11,12,13,9,9,10,10,10,13,9,10,15,13,12,12,11,8,8,11,6,6,6,6,6,7,17,19,18,17,17,17,18,18,17,16,18,13,14,14,14,14,13,18,18,8,8,10.53378191,16.34798995
1982,22,17,24,12,19,23,24,24,19,24,26,24,16,24,23,18,18,19,23,23,12,22,20,12,12,12,14,22,20,18,16,11,12,12,13,14,16,16,14,13,18,13,14,15,14,15,15,19,18,18,18,18,16,16,17,11,11,14,11,16,14,15,14,12,14,12,12,14,16,17,14,12,12,14,24,21,19,18,14,15,15,15,15,14,12,11,11,17,15,18,14,15,15,15,14,15,14,14,14,14,12,15,14,13,11,13,13,13,13,13,13,13,21,20,10,13,16,15,18,18,15,18,15,14,14,14,14,15,21,21,22,21,22,12,11,9,12,11,11,12,11,12,9,9,12,11,13,15,11,29,26,33,39,37,27,21,26,15,22,18,21,29,10,10,10,11,13,11,11,11,11,11,11,15,17,17,25,21,21,24,22,22,18,19,19,25,18,13,10,20,19,23,17,15,21,17,14,17,17,16,19,15,14,15,22,14,21,29,25,24,20,18,22,15,12,19,15,15,14,18,23,21,20,3,3,3,6,3,27,20,15,14,18,23,14,19,20,22,23,12,15,9,16,14,16,19,13,19,14,17,17,18,10,11,13,13,10,6,9,9,12,7,11,27,11,11,16,28,6,12,9,3,6,6,10,30,18,21,15,30,20,29,23,24,24,27,24,14,29,19,29,19,18,19,15,18,18,19,19,22,18,12,12,3,0,3,3,3,0,3,6,6,3,3,6,6,3,0,0,0,15,15,17,15,3,6,12,3,3,10,13,16,16,12,12,7,4,3,3,6,11,7,10,12,8,3,3,7,9,8,8,7,9,6,9,9,7,7,8,6,7,7,19,18,16,21,19,20,17,17,20,17,15,15,15,17,17,17,18,17,11,14,20,16,16,17,18,17,20,15,17,18,17,3,6,6,3,5,5,4,5,4,4,4,4,4,4,4,4,6,4,7,7,3,14,14,17,17,17,20,23,23,22,22,22,22,22,19,17,20,20,22,22,22,22,16,23,4,3,3,3,6,6,10,10,25,24,23,24,17,21,21,14,14,13,10,13,10,10,10,10,10,14,17,24,21,18,25,17,25,22,22,27,22,22,18,30,24,24,23,20,17,19,35,35,9,12,6,9,42,0,3,3,3,3,6,6,4,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,6,6,3,7,0,6,3,3,6,0,0,0,0,0,0,6,3,0,0,0,3,3,3,3,14,11,6,4,4,7,7,0,0,0,0,4,0,0,0,0,0,0,0,5,3,0,3,20,15,8,0,0,0,3,0,3,13,12,12,11,13,7,4,4,3,7,7,6,3,3,3,0,4,3,9,10,4,4,4,5,5,5,4,5,5,10,4,4,4,3,3,5,8,8,5,5,8,8,5,8,5,7,5,7,7,10,9,13,14,11,7,7,7,7,10,10,10,10,10,8,8,7,10,10,9,11,5,4,4,4,4,4,4,7,11,4,11,10,12,10,10,10,10,12,10,13,13,12,12,12,12,13,16,13,13,16,13,13,16,13,13,12,13,12,13,14,12,11,12,6,16,16,16,0,0,0,6,0,3,10,4,4,4,13,8,4,8,8,7,7,8,3,3,3,3,3,0,6,7,8,8,9,9,9,7,5,8,3,6,0,0,0,0,6,3,3,3,5,5,5,8,14,14,6,3,9,14,3,7,17,14,14,14,14,14,14,14,5,0,3,5,5,5,8,3,8,12,17,17,16,11,4,4,10,8,4,0,6,5,7,8,7,7,6,8,7,7,7,9,7,7,8,8,12,9,8,11,5,6,12,13,7.364783537,11.76507538
1983,19,28,27,23,22,24,26,34,35,9,20,22,22,22,16,22,25,24,27,13,24,22,22,27,24,25,24,18,18,24,35,23,17,29,22,28,29,30,28,31,28,30,23,24,29,26,21,30,30,28,32,21,22,23,24,27,27,35,26,17,29,25,21,23,30,21,21,17,21,19,26,25,17,11,29,34,30,27,20,24,25,14,24,11,32,22,17,17,17,21,16,23,21,10,17,13,21,18,18,16,20,18,19,18,20,18,15,22,22,25,23,19,27,30,28,18,32,30,31,31,31,29,28,28,31,27,27,28,21,20,28,28,22,21,21,26,24,24,24,25,25,26,22,23,21,22,21,21,22,6,20,3,11,12,12,9,9,6,9,21,22,29,25,24,24,23,26,25,25,26,25,25,21,22,23,25,22,23,23,20,20,20,19,17,15,17,20,22,24,25,12,11,22,12,29,24,15,22,13,20,22,29,28,28,28,23,26,29,38,38,41,41,37,32,32,58,31,33,39,38,18,17,20,18,27,26,30,29,51,24,38,30,26,25,19,25,51,50,24,23,21,10,11,19,28,32,30,31,41,41,37,39,28,35,29,35,31,42,46,42,52,34,39,45,42,42,43,46,41,49,57,47,50,51,46,45,38,36,35,43,35,40,33,32,31,34,34,41,33,36,47,38,38,44,54,48,46,36,39,40,41,37,47,21,4,5,11,14,14,14,18,16,25,25,21,21,20,12,11,15,13,11,23,16,21,22,23,17,21,29,25,9,25,12,16,10,18,36,32,3,0,6,6,0,0,4,3,6,3,6,0,39,37,41,49,52,48,48,48,54,52,43,39,31,41,36,35,39,40,43,29,18,12,12,17,20,21,28,36,28,23,26,15,32,30,24,16,40,34,43,27,19,28,0,0,0,3,0,3,3,3,3,3,3,3,3,0,0,0,3,10,24,23,18,24,22,21,18,25,23,23,26,25,25,28,28,29,19,22,25,25,28,28,28,27,22,28,11,9,11,12,24,24,24,24,12,12,9,12,13,24,23,13,13,21,24,21,22,22,22,23,23,23,9,6,12,24,14,13,3,0,0,14,8,7,3,11,7,0,0,0,0,0,0,0,3,3,0,0,12,4,9,0,0,0,8,3,3,4,0,0,0,0,0,3,6,3,4,7,3,8,6,11,11,4,7,3,0,0,10,4,3,3,3,0,0,0,3,4,5,4,8,3,3,0,6,6,5,13,10,4,3,3,0,0,0,3,3,3,0,4,3,3,3,3,0,0,3,8,10,4,12,8,25,13,8,18,14,13,14,4,10,11,10,7,13,10,7,3,12,13,13,13,6,10,13,7,6,6,13,23,17,17,17,7,9,13,17,16,16,10,6,13,6,6,6,9,13,6,9,9,3,3,9,6,6,3,3,3,7,11,11,13,13,13,6,6,6,6,3,9,6,6,3,3,6,3,3,6,10,13,9,3,3,6,3,3,3,6,6,3,10,10,10,3,3,3,6,10,6,13,6,6,13,13,10,13,12,9,9,12,3,6,13,13,10,16,13,13,16,23,3,4,4,13,13,13,17,15,20,16,14,13,14,10,16,16,16,10,6,3,3,6,3,3,10,9,9,9,20,21,21,20,19,17,17,22,13,19,20,17,16,7,11,11,11,11,11,13,17,17,21,9,9,9,9,12,12,6,9,12,6,12,12,12,6,9,9,9,9,9,12,13,3,3,15,15,16,13,10,13,13,13,13,13,15,13,13,17,13,13,6,6,3,3,14,13,13,6,14,11,9,9,6,10,13,14,9,6,9,9,14,20,20,16,16,12.20202299,17.87688442
1984,30,25,27,17,29,25,28,30,30,19,23,25,13,19,25,25,26,21,26,26,23,26,22,14,14,25,8,15,16,19,17,14,18,23,15,17,15,16,18,19,19,19,22,23,25,21,25,27,20,24,20,20,14,19,20,19,19,21,18,17,27,23,19,20,21,20,21,14,17,17,21,28,24,21,20,20,23,19,16,14,23,22,17,18,19,19,25,24,30,31,24,24,20,35,35,33,32,26,26,27,34,26,26,26,25,29,30,34,32,31,32,31,37,38,35,30,25,25,29,29,29,29,21,21,21,27,29,29,33,31,28,28,35,34,35,34,36,36,36,39,36,39,39,35,40,40,38,37,39,12,7,3,17,18,19,25,24,27,19,16,28,33,36,36,35,35,25,36,35,36,35,35,35,24,33,40,32,30,38,34,37,36,35,19,20,24,26,25,24,26,22,22,38,26,29,29,17,26,24,24,29,19,23,23,21,20,17,19,23,24,24,22,21,16,17,21,9,11,16,17,42,35,32,30,18,14,11,14,17,13,22,13,20,12,12,19,26,20,19,30,18,18,28,28,31,35,17,21,29,27,28,30,31,33,29,17,16,3,10,12,13,17,16,11,16,16,16,13,8,13,13,9,10,13,12,22,16,21,16,21,11,19,11,16,16,17,11,14,16,14,19,16,15,15,14,11,14,14,14,14,13,11,18,10,0,0,9,9,13,8,15,12,9,7,11,10,10,7,10,10,13,12,13,12,3,14,12,6,10,22,16,0,3,3,0,6,3,10,9,3,7,3,3,3,0,5,5,5,3,8,0,6,11,10,14,16,13,13,13,13,13,13,12,12,12,14,13,22,25,26,19,19,18,18,27,31,30,14,22,15,19,25,40,15,15,26,16,20,16,32,20,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,16,19,16,14,14,14,14,14,13,11,11,10,10,10,10,7,7,14,7,7,10,7,7,7,12,9,11,11,8,11,16,16,16,16,19,19,14,18,17,26,26,22,25,7,9,7,7,7,7,10,10,14,24,11,26,20,18,14,26,18,25,39,29,26,30,30,32,35,27,32,16,20,27,21,31,25,27,31,36,8,7,5,5,0,3,3,4,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,3,11,20,13,7,7,8,13,13,13,23,16,12,13,20,11,17,20,0,0,0,0,3,8,9,15,14,10,10,4,20,13,3,22,7,10,7,0,0,3,3,3,7,18,20,19,19,15,17,16,0,9,10,10,8,8,7,6,8,11,5,13,9,9,17,12,10,12,13,11,20,20,4,8,11,8,8,7,23,19,19,18,19,6,6,11,11,7,7,7,3,3,3,3,3,6,6,3,6,6,3,3,3,3,3,3,3,3,3,6,6,6,6,10,6,6,10,6,6,3,3,3,3,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,3,7,6,7,7,10,10,10,3,6,6,6,6,6,3,9,10,10,7,10,10,13,10,9,7,6,7,6,6,6,9,9,6,11,10,11,11,10,7,7,4,4,4,4,4,3,9,13,24,24,14,10,10,6,7,6,4,4,4,4,4,4,4,4,4,4,6,6,6,7,4,3,8,6,6,7,5,7,4,3,4,3,4,4,3,4,3,5,4,3,3,3,3,4,6,4,3,3,3,0,11,12,6,3,0,0,7,6,7,9,6,6,6,6,6,6,6,6,6,6,9,6,7,6,6,10,3,8,6,6,10.24613997,14.57286432
1985,6,3,6,15,9,9,6,6,9,9,3,6,12,12,12,12,12,10,19,16,19,19,19,12,12,22,16,19,9,14,21,14,18,19,14,21,14,15,18,19,20,14,15,15,41,26,29,22,14,19,14,19,19,23,19,25,25,31,23,26,25,26,19,22,23,22,19,24,24,24,23,28,26,23,19,22,21,14,21,20,24,23,18,25,18,29,27,17,20,30,23,27,21,30,36,30,27,27,27,24,24,31,24,27,27,33,28,19,22,25,30,28,34,29,26,31,34,28,29,29,26,30,32,37,42,30,30,29,41,27,41,36,33,17,20,20,19,19,19,22,19,19,22,21,19,19,17,21,19,26,26,25,51,51,37,51,50,50,50,45,51,46,27,27,22,19,20,20,20,20,19,20,20,19,22,22,30,22,29,31,34,39,35,25,21,22,26,27,25,21,23,23,21,8,11,21,16,11,14,17,20,18,24,24,15,16,20,18,11,18,9,9,9,9,8,10,8,9,9,13,20,31,31,11,11,6,5,5,13,9,10,10,10,10,10,16,14,16,16,16,15,11,10,3,15,15,21,24,19,19,22,22,12,20,23,13,10,11,15,15,12,12,12,9,12,12,12,11,13,12,11,12,11,9,13,15,12,9,9,14,12,13,13,9,12,10,10,9,9,9,9,9,9,9,12,12,12,9,9,9,9,8,9,13,3,7,8,11,14,12,9,9,20,20,15,17,20,6,14,15,5,8,15,9,11,9,9,17,15,22,19,12,12,11,15,15,19,16,10,3,4,4,4,4,4,9,6,11,11,9,7,7,7,10,10,8,8,8,8,10,10,9,8,7,8,4,4,8,5,7,25,7,7,7,7,7,7,9,9,9,8,10,11,8,9,10,12,4,8,11,8,11,27,10,10,10,7,4,7,7,7,7,4,4,7,7,7,7,13,11,7,12,13,14,8,4,3,8,7,8,9,6,3,3,3,3,6,4,3,4,4,6,6,6,4,5,7,3,3,0,3,13,13,13,13,9,9,6,13,8,16,13,17,24,15,15,15,10,10,15,15,15,14,16,10,12,16,19,20,24,11,22,17,21,23,15,18,23,14,25,17,12,21,13,14,9,9,10,8,10,7,3,6,3,9,0,3,7,6,3,0,0,19,0,0,9,3,14,16,10,7,7,7,6,0,0,0,12,0,22,0,3,0,0,3,3,3,0,0,19,20,18,21,20,21,38,38,36,55,41,20,20,35,17,34,34,15,19,19,14,22,37,26,26,36,32,33,20,28,23,12,17,17,15,3,20,11,19,19,15,9,6,3,3,6,16,6,6,3,11,6,6,15,7,14,6,7,7,4,7,23,19,11,19,19,11,15,15,9,13,8,9,15,9,9,9,12,20,16,15,18,9,8,12,9,9,8,9,12,9,12,12,14,11,11,10,9,10,9,7,14,10,10,12,6,10,16,15,15,15,9,12,16,14,16,7,17,14,10,4,14,10,10,9,10,6,9,9,9,13,16,14,11,11,10,10,16,12,8,8,14,8,8,9,16,10,15,12,7,13,9,15,11,12,12,13,16,14,13,16,13,14,13,17,16,17,17,17,16,15,15,15,15,14,11,19,11,11,11,13,14,13,14,18,21,21,21,20,21,15,17,13,12,14,15,15,18,15,14,14,14,16,13,13,13,13,15,16,7,13,13,16,11,9,13,13,13,15,15,13,15,13,16,3,10,12,13,10,16,10,10,17,14,13,14,18,11,10,8,13,11,12,8,12,9,20,16,13,13,20,20,15,15,10,12,14,16,13,10,13,13,16,15,15,7,10,8.723404969,14.9120603
1986,13,17,17,8,15,17,18,17,16,8,14,15,11,11,10,15,16,18,16,11,16,14,13,16,13,17,19,9,15,14,15,14,11,18,14,15,18,18,17,18,19,17,18,18,22,24,24,11,15,14,15,8,7,14,17,21,21,21,21,19,23,22,20,21,24,24,18,17,20,21,24,25,10,7,12,11,8,11,9,9,11,7,8,7,5,23,23,14,13,16,15,17,25,25,25,27,26,29,28,25,27,27,29,28,28,26,26,21,23,24,24,21,22,22,26,27,29,39,42,42,37,34,49,38,40,39,39,43,56,62,67,66,46,53,53,54,59,61,57,53,61,57,56,57,50,55,60,62,58,49,43,37,45,62,55,53,54,52,50,39,66,80,53,53,53,48,48,48,47,51,48,48,56,55,49,49,61,53,60,65,61,62,62,35,26,45,42,44,48,62,30,30,14,8,11,15,14,20,11,13,16,13,17,15,13,9,9,13,16,42,30,29,29,30,24,23,31,31,28,37,36,35,49,17,24,23,18,20,19,8,19,19,15,12,15,19,26,18,13,11,8,8,9,11,22,22,24,26,23,24,23,23,30,30,26,26,26,11,14,11,21,14,15,11,14,14,14,17,14,17,18,11,14,14,19,16,23,30,30,24,14,23,14,18,18,19,27,14,15,26,14,29,30,32,23,25,21,30,30,30,31,31,25,23,17,19,20,19,22,7,15,15,17,13,17,12,7,4,4,4,19,14,19,11,4,20,15,4,4,19,13,7,4,4,4,12,12,5,11,11,9,23,19,18,11,23,23,19,21,20,11,17,13,11,17,17,13,13,13,14,14,15,11,21,15,30,29,32,31,37,52,19,22,22,22,25,25,24,21,24,16,19,30,33,34,23,35,28,34,42,42,32,60,11,15,15,14,13,7,15,7,10,10,8,7,10,11,11,12,17,23,11,11,15,21,20,20,20,19,21,20,20,17,17,20,20,19,21,20,20,20,23,23,23,23,23,22,28,30,17,25,27,27,27,27,35,35,20,26,20,47,46,57,51,15,15,18,15,15,15,18,21,26,30,15,30,39,40,43,15,16,23,26,22,22,12,22,22,13,16,16,14,15,18,19,13,14,16,16,20,34,27,3,12,3,0,7,19,3,22,22,10,34,23,25,27,13,21,34,22,25,25,15,19,3,7,13,20,19,19,4,10,12,16,14,18,17,20,20,34,24,33,34,34,27,25,25,26,40,32,21,20,23,19,23,23,18,21,19,28,29,38,33,26,26,31,37,25,9,8,5,8,28,28,34,22,23,31,24,26,25,31,26,26,26,23,25,29,7,20,14,14,14,6,3,14,7,10,13,19,21,25,14,22,14,10,12,19,10,9,7,4,17,4,4,3,14,11,7,11,11,4,4,11,11,4,3,10,6,6,6,6,6,6,6,3,4,4,3,3,6,3,3,3,3,3,3,3,6,6,6,7,8,8,8,7,8,4,6,6,3,6,6,12,6,6,9,9,12,12,0,13,13,12,12,12,0,10,10,13,10,14,14,10,0,14,14,9,14,22,3,10,13,10,7,13,13,9,4,4,7,4,10,7,7,7,10,10,10,11,11,11,11,8,8,7,4,4,4,4,4,4,13,11,12,12,14,8,10,10,7,10,3,3,3,3,0,3,7,0,0,0,0,0,0,0,0,3,10,6,3,3,10,6,3,3,3,3,3,3,3,3,3,10,4,10,10,9,3,4,3,3,3,3,3,6,17,16,14,13,0,3,3,6,3,5,5,0,3,5,5,3,3,0,5,5,8,0,0,0,0,8,24,28,13,20,14.0558519,19.32035176
